date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:52:56	84420/84420	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:57%20GMT	https://ktlchamber.wordpress.com/author/illidanstormrag3/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/author/illidanstormrag3/index.html	(from https://ktlchamber.wordpress.com/)
00:52:56	84189/84189	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:57%20GMT	https://ktlchamber.wordpress.com/category/god-of-music/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/category/god-of-music/index.html	(from https://ktlchamber.wordpress.com/)
00:52:56	69393/69393	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:57%20GMT	https://ktlchamber.wordpress.com/2020/09/28/god-of-music-chapter-236/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/09/28/god-of-music-chapter-236/index.html	(from https://ktlchamber.wordpress.com/)
00:52:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Oct%202020%2016:52:58%20GMT	https://ktlchamber.wordpress.com/i-studied-mainly-textbooks/chapter-55	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/i-studied-mainly-textbooks/chapter-55.e.delayed	(from https://ktlchamber.wordpress.com/)
00:52:57	113621/113621	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:58%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-236/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-236/index.html	(from https://ktlchamber.wordpress.com/)
00:52:57	69532/69532	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:58%20GMT	https://ktlchamber.wordpress.com/2020/09/22/god-of-music-chapter-235/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/09/22/god-of-music-chapter-235/index.html	(from https://ktlchamber.wordpress.com/)
00:52:57	18448/18448	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202017%2013:58:07%20GMT	https://ktlchamber.files.wordpress.com/2017/09/discord-invite.png	C:/My%20Web%20Sites/discordillidan/ktlchamber.files.wordpress.com/2017/09/discord-invite.png	(from https://ktlchamber.wordpress.com/)
00:52:58	128871/128871	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:58%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-235/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-235/index.html	(from https://ktlchamber.wordpress.com/)
00:52:58	74894/74894	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:59%20GMT	https://ktlchamber.wordpress.com/2020/09/14/god-of-music-chapter-234/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/09/14/god-of-music-chapter-234/index.html	(from https://ktlchamber.wordpress.com/)
00:52:58	173673/173673	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Sep%202017%2003:11:51%20GMT	https://ktlchamber.files.wordpress.com/2017/09/donate-button2.png	C:/My%20Web%20Sites/discordillidan/ktlchamber.files.wordpress.com/2017/09/donate-button2.png	(from https://ktlchamber.wordpress.com/)
00:52:58	3757/3757	---M--	200	added ('OK')	image/png	etag:%22564a4c2f-ead%22	https://ktlchamber.wordpress.com/i/rss/purple-large.png?m=1391188133h	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/i/rss/purple-large078a.png	(from https://ktlchamber.wordpress.com/)
00:52:58	118023/118023	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:52:59%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-234/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-234/index.html	(from https://ktlchamber.wordpress.com/)
00:52:58	40313/40313	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Oct%202020%2016:53:00%20GMT	https://ktlchamber.wordpress.com/GET	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/GET	(from https://ktlchamber.wordpress.com/)
00:53:01	24042/24042	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e8609cc-5dea%22	http://0.gravatar.com/js/gprofiles.js?ver=202042y	C:/My%20Web%20Sites/discordillidan/0.gravatar.com/js/gprofiles4942.js	(from https://ktlchamber.wordpress.com/)
00:53:01	72219/72219	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:00%20GMT	https://ktlchamber.wordpress.com/2020/08/31/i-studied-mainly-textbooks-chapter-55/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/08/31/i-studied-mainly-textbooks-chapter-55/index.html	(from https://ktlchamber.wordpress.com/)
00:53:02	69526/69526	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:00%20GMT	https://ktlchamber.wordpress.com/2020/09/10/god-of-music-chapter-233/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/09/10/god-of-music-chapter-233/index.html	(from https://ktlchamber.wordpress.com/)
00:53:02	114910/114910	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:00%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-233/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-233/index.html	(from https://ktlchamber.wordpress.com/)
00:53:02	582/582	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256456473-2f0%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/discordillidan/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://ktlchamber.wordpress.com/)
00:53:03	91714/91714	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:03%20GMT	https://ktlchamber.wordpress.com/i-studied-mainly-textbooks/chapter-55/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/i-studied-mainly-textbooks/chapter-55/index.html	(from https://ktlchamber.wordpress.com/)
00:53:03	87280/87280	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:03%20GMT	https://ktlchamber.wordpress.com/author/koukouseidesu/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/author/koukouseidesu/index.html	(from https://ktlchamber.wordpress.com/)
00:53:03	87261/87261	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:04%20GMT	https://ktlchamber.wordpress.com/category/uncategorized/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/category/uncategorized/index.html	(from https://ktlchamber.wordpress.com/)
00:53:03	69488/69488	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:04%20GMT	https://ktlchamber.wordpress.com/2020/08/31/god-of-music-chapter-232/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/08/31/god-of-music-chapter-232/index.html	(from https://ktlchamber.wordpress.com/)
00:53:03	1357/1357	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2015%20Oct%202020%2016:53:04%20GMT	https://ktlchamber.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://ktlchamber.wordpress.com/)
00:53:03	114821/114821	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:04%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-232/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-232/index.html	(from https://ktlchamber.wordpress.com/)
00:53:06	13423/13423	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e6029bb-4e62%22	http://stats.wp.com/w.js?61	C:/My%20Web%20Sites/discordillidan/stats.wp.com/w7f39.js	(from https://ktlchamber.wordpress.com/)
00:53:06	69119/69119	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:06%20GMT	https://ktlchamber.wordpress.com/2020/08/26/god-of-music-chapter-230/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/08/26/god-of-music-chapter-230/index.html	(from https://ktlchamber.wordpress.com/)
00:53:07	120467/120467	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:05%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-231/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-231/index.html	(from https://ktlchamber.wordpress.com/)
00:53:07	69272/69272	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:05%20GMT	https://ktlchamber.wordpress.com/2020/08/27/god-of-music-chapter-231/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/08/27/god-of-music-chapter-231/index.html	(from https://ktlchamber.wordpress.com/)
00:53:07	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2015%20Oct%202020%2016:53:09%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/discordillidan/pixel.wp.com/b0b80.gif	(from https://ktlchamber.wordpress.com/)
00:53:09	69124/69124	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:09%20GMT	https://ktlchamber.wordpress.com/2020/08/26/god-of-music-chapter-229/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/08/26/god-of-music-chapter-229/index.html	(from https://ktlchamber.wordpress.com/)
00:53:10	109146/109146	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:09%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-230/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-230/index.html	(from https://ktlchamber.wordpress.com/)
00:53:10	86441/86441	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:10%20GMT	https://ktlchamber.wordpress.com/page/2/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/page/2/index.html	(from https://ktlchamber.wordpress.com/)
00:53:10	106939/106939	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:09%20GMT	https://ktlchamber.wordpress.com/god-of-music/chapter-229/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/god-of-music/chapter-229/index.html	(from https://ktlchamber.wordpress.com/)
00:53:12	75027/75027	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:11%20GMT	https://ktlchamber.wordpress.com/2020/09/14/god-of-music-chapter-234/comment-page-1/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/09/14/god-of-music-chapter-234/comment-page-1/index.html	(from https://ktlchamber.wordpress.com/)
00:53:13	72173/72173	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:12%20GMT	https://ktlchamber.wordpress.com/2020/08/31/i-studied-mainly-textbooks-chapter-55/comment-page-1/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/08/31/i-studied-mainly-textbooks-chapter-55/comment-page-1/index.html	(from https://ktlchamber.wordpress.com/)
00:53:13	83950/83950	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:11%20GMT	https://ktlchamber.wordpress.com/2020/03/11/god-of-music-chapter-112/comment-page-1/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/2020/03/11/god-of-music-chapter-112/comment-page-1/index.html	(from https://ktlchamber.wordpress.com/)
00:53:16	83785/83785	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:15%20GMT	https://ktlchamber.wordpress.com/category/one-man-army/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/category/one-man-army/index.html	(from https://ktlchamber.wordpress.com/)
00:53:18	87516/87516	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:17%20GMT	https://ktlchamber.wordpress.com/category/possessing-nothing/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/category/possessing-nothing/index.html	(from https://ktlchamber.wordpress.com/)
00:53:52	345/345	---MCZ	200	added ('OK')	text/plain	date:Thu,%2015%20Oct%202020%2016:53:15%20GMT	https://s2.wp.com/robots.txt		(from https://ktlchamber.wordpress.com/)
00:53:55	59461/59461	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:14%20GMT	https://ktlchamber.wordpress.com/category/arena/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/category/arena/index.html	(from https://ktlchamber.wordpress.com/)
00:53:55	53656/53656	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:53:12%20GMT	https://ktlchamber.wordpress.com/category/announcements/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/category/announcements/index.html	(from https://ktlchamber.wordpress.com/)
00:53:55	43056/43056	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225dc97222-a830%22	https://s0.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1573483029j	C:/My%20Web%20Sites/discordillidan/s0.wp.com/_static/indexa85c.html	(from https://ktlchamber.wordpress.com/)
00:53:56	24668/24668	---MCZ	200	added ('OK')	text/css	etag:W/%225eec8aa4-605c%22	https://s1.wp.com/_static/??/wp-content/mu-plugins/carousel/jetpack-carousel.css,/wp-content/mu-plugins/tiled-gallery/tiled-gallery.css?m=1592560282j&cssminify=yes	C:/My%20Web%20Sites/discordillidan/s1.wp.com/_static/index545e.html	(from https://ktlchamber.wordpress.com/)
00:53:56	1984/1984	---M--	200	added ('OK')	image/png	etag:%2256456473-7c0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/discordillidan/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:53:56	1232/1232	---M--	200	added ('OK')	image/gif	etag:%2256456473-4d0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/discordillidan/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:53:56	1232/1232	---M--	200	added ('OK')	image/gif	etag:%2256462230-4d0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/discordillidan/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:53:56	10819/10819	---M--	200	added ('OK')	image/gif	etag:%2256462230-2a43%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/discordillidan/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:53:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Oct%202020%2016:53:59%20GMT	https://ktlchamber.wordpress.com/arena	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/arena.1c.delayed	(from https://ktlchamber.wordpress.com/novels/)
00:53:58	115311/115311	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ce2a2b4-1c26f%22	https://s2.wp.com/_static/??/wp-includes/js/jquery/jquery.js,/wp-content/js/mobile-useragent-info.js?m=1558356653j	C:/My%20Web%20Sites/discordillidan/s2.wp.com/_static/index6f89.html	(from https://ktlchamber.wordpress.com/novels/)
00:53:58	890/890	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22622bf4d4e4a9134148406355a72477b2%22	https://ktlchamber.wordpress.com/novels/feed/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/novels/feed/index.html	(from https://ktlchamber.wordpress.com/novels/)
00:53:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Oct%202020%2016:53:59%20GMT	https://ktlchamber.wordpress.com/possessing-nothing	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/possessing-nothing	(from https://ktlchamber.wordpress.com/novels/)
00:53:59	40330/40330	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Oct%202020%2016:54:00%20GMT	https://ktlchamber.wordpress.com/novels/GET	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/novels/GET	(from https://ktlchamber.wordpress.com/novels/)
00:54:00	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Oct%202020%2016:54:00%20GMT	https://ktlchamber.wordpress.com/novels/?share=facebook	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/novels/index5a58.html	(from https://ktlchamber.wordpress.com/novels/)
00:54:00	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Oct%202020%2016:54:00%20GMT	https://ktlchamber.wordpress.com/novels/?share=twitter	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/novels/index9a7b.html	(from https://ktlchamber.wordpress.com/novels/)
00:54:00	40328/40328	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Oct%202020%2016:54:01%20GMT	https://ktlchamber.wordpress.com/arena/GET	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/arena/GET.1f.delayed	(from https://ktlchamber.wordpress.com/arena/)
00:54:01	85845/85845	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2016:54:01%20GMT	https://ktlchamber.wordpress.com/arena/chapter-183/	C:/My%20Web%20Sites/discordillidan/ktlchamber.wordpress.com/arena/chapter-183/index.html	(from https://ktlchamber.wordpress.com/arena/)
